Date,Asset,ShiftName,ShiftStartTime,ShiftEndTime,IsProductive
10/6/2025,Trimmer,Shift A,10/6/2025 5:30,10/6/2025 6:30,No
10/6/2025,Gang,Shift A,10/6/2025 5:30,10/6/2025 6:30,No
10/6/2025,SharpChain,Shift A,10/6/2025 5:30,10/6/2025 6:30,No
10/6/2025,Gang,Shift A,10/6/2025 6:30,10/6/2025 17:30,Yes
10/6/2025,Trimmer,Shift A,10/6/2025 6:30,10/6/2025 17:30,Yes
10/6/2025,SharpChain,Shift A,10/6/2025 6:30,10/6/2025 17:30,Yes
10/6/2025,Trimmer,Shift B,10/6/2025 17:30,10/6/2025 18:30,No
10/6/2025,Gang,Shift B,10/6/2025 17:30,10/6/2025 18:30,No
10/6/2025,SharpChain,Shift B,10/6/2025 17:30,10/6/2025 18:30,No
10/6/2025,Trimmer,Shift B,10/6/2025 18:30,10/7/2025 5:30,Yes
10/6/2025,Gang,Shift B,10/6/2025 18:30,10/7/2025 5:30,Yes
10/6/2025,SharpChain,Shift B,10/6/2025 18:30,10/7/2025 5:30,Yes
10/7/2025,Trimmer,Shift A,10/7/2025 5:30,10/7/2025 6:30,No
10/7/2025,Gang,Shift A,10/7/2025 5:30,10/7/2025 6:30,No
10/7/2025,SharpChain,Shift A,10/7/2025 5:30,10/7/2025 6:30,No
10/7/2025,Gang,Shift A,10/7/2025 6:30,10/7/2025 17:30,Yes
10/7/2025,Trimmer,Shift A,10/7/2025 6:30,10/7/2025 17:30,Yes
10/7/2025,SharpChain,Shift A,10/7/2025 6:30,10/7/2025 17:30,Yes
10/7/2025,Trimmer,Shift B,10/7/2025 17:30,10/7/2025 18:30,No
10/7/2025,Gang,Shift B,10/7/2025 17:30,10/7/2025 18:30,No
10/7/2025,SharpChain,Shift B,10/7/2025 17:30,10/7/2025 18:30,No
10/7/2025,Trimmer,Shift B,10/7/2025 18:30,10/8/2025 5:30,Yes
10/7/2025,Gang,Shift B,10/7/2025 18:30,10/8/2025 5:30,Yes
10/7/2025,SharpChain,Shift B,10/7/2025 18:30,10/8/2025 5:30,Yes
10/8/2025,Trimmer,Shift A,10/8/2025 5:30,10/8/2025 6:30,No
10/8/2025,Gang,Shift A,10/8/2025 5:30,10/8/2025 6:30,No
10/8/2025,SharpChain,Shift A,10/8/2025 5:30,10/8/2025 6:30,No
10/8/2025,Trimmer,Shift A,10/8/2025 6:30,10/8/2025 17:30,Yes
10/8/2025,Gang,Shift A,10/8/2025 6:30,10/8/2025 17:30,Yes
10/8/2025,SharpChain,Shift A,10/8/2025 6:30,10/8/2025 17:30,Yes
10/8/2025,SharpChain,Shift B,10/8/2025 17:30,10/8/2025 18:30,No
10/8/2025,Gang,Shift B,10/8/2025 17:30,10/8/2025 18:30,No
10/8/2025,Trimmer,Shift B,10/8/2025 17:30,10/8/2025 18:30,No
10/8/2025,SharpChain,Shift B,10/8/2025 18:30,10/9/2025 5:30,Yes
10/8/2025,Gang,Shift B,10/8/2025 18:30,10/9/2025 5:30,Yes
10/8/2025,Trimmer,Shift B,10/8/2025 18:30,10/9/2025 5:30,Yes
10/9/2025,Trimmer,Shift A,10/9/2025 5:30,10/9/2025 6:30,No
10/9/2025,Gang,Shift A,10/9/2025 5:30,10/9/2025 6:30,No
10/9/2025,SharpChain,Shift A,10/9/2025 5:30,10/9/2025 6:30,No
10/9/2025,Trimmer,Shift A,10/9/2025 6:30,10/9/2025 17:30,Yes
10/9/2025,Gang,Shift A,10/9/2025 6:30,10/9/2025 17:30,Yes
10/9/2025,SharpChain,Shift A,10/9/2025 6:30,10/9/2025 17:30,Yes
10/9/2025,SharpChain,Shift B,10/9/2025 17:30,10/9/2025 18:30,No
10/9/2025,Gang,Shift B,10/9/2025 17:30,10/9/2025 18:30,No
10/9/2025,Trimmer,Shift B,10/9/2025 17:30,10/9/2025 18:30,No
10/9/2025,Trimmer,Shift B,10/9/2025 18:30,10/10/2025 5:30,Yes
10/9/2025,Gang,Shift B,10/9/2025 18:30,10/10/2025 5:30,Yes
10/9/2025,SharpChain,Shift B,10/9/2025 18:30,10/10/2025 5:30,Yes
10/10/2025,Gang,Shift A,10/10/2025 5:30,10/10/2025 6:30,No
10/10/2025,Trimmer,Shift A,10/10/2025 5:30,10/10/2025 6:30,No
10/10/2025,SharpChain,Shift A,10/10/2025 5:30,10/10/2025 6:30,No
10/10/2025,Trimmer,Shift A,10/10/2025 6:30,10/10/2025 17:30,Yes
10/10/2025,Gang,Shift A,10/10/2025 6:30,10/10/2025 17:30,Yes
10/10/2025,SharpChain,Shift A,10/10/2025 6:30,10/10/2025 17:30,Yes
10/10/2025,SharpChain,Shift B,10/10/2025 17:30,10/10/2025 18:30,No
10/10/2025,Gang,Shift B,10/10/2025 17:30,10/10/2025 18:30,No
10/10/2025,Trimmer,Shift B,10/10/2025 17:30,10/10/2025 18:30,No
10/10/2025,SharpChain,Shift B,10/10/2025 18:30,10/11/2025 5:30,Yes
10/10/2025,Gang,Shift B,10/10/2025 18:30,10/11/2025 5:30,Yes
10/10/2025,Trimmer,Shift B,10/10/2025 18:30,10/11/2025 5:30,Yes
10/11/2025,Gang,Shift A,10/11/2025 5:30,10/11/2025 6:30,No
10/11/2025,Trimmer,Shift A,10/11/2025 5:30,10/11/2025 6:30,No
10/11/2025,SharpChain,Shift A,10/11/2025 5:30,10/11/2025 6:30,No
10/11/2025,Trimmer,Shift A,10/11/2025 6:30,10/11/2025 17:30,Yes
10/11/2025,Gang,Shift A,10/11/2025 6:30,10/11/2025 17:30,Yes
10/11/2025,SharpChain,Shift A,10/11/2025 6:30,10/11/2025 17:30,Yes
10/11/2025,Trimmer,Shift B,10/11/2025 17:30,10/11/2025 18:30,No
10/11/2025,Gang,Shift B,10/11/2025 17:30,10/11/2025 18:30,No
10/11/2025,SharpChain,Shift B,10/11/2025 17:30,10/11/2025 18:30,No
10/11/2025,Trimmer,Shift B,10/11/2025 18:30,10/12/2025 5:30,Yes
10/11/2025,Gang,Shift B,10/11/2025 18:30,10/12/2025 5:30,Yes
10/11/2025,SharpChain,Shift B,10/11/2025 18:30,10/12/2025 5:30,Yes
10/12/2025,SharpChain,Shift A,10/12/2025 5:30,10/12/2025 6:30,No
10/12/2025,Trimmer,Shift A,10/12/2025 5:30,10/12/2025 6:30,No
10/12/2025,Gang,Shift A,10/12/2025 5:30,10/12/2025 6:30,No
10/12/2025,SharpChain,Shift A,10/12/2025 6:30,10/12/2025 17:30,Yes
10/12/2025,Gang,Shift A,10/12/2025 6:30,10/12/2025 17:30,Yes
10/12/2025,Trimmer,Shift A,10/12/2025 6:30,10/12/2025 17:30,Yes
10/12/2025,Trimmer,Shift B,10/12/2025 17:30,10/12/2025 18:30,No
10/12/2025,Gang,Shift B,10/12/2025 17:30,10/12/2025 18:30,No
10/12/2025,SharpChain,Shift B,10/12/2025 17:30,10/12/2025 18:30,No
10/12/2025,Trimmer,Shift B,10/12/2025 18:30,10/13/2025 5:30,Yes
10/12/2025,Gang,Shift B,10/12/2025 18:30,10/13/2025 5:30,Yes
10/12/2025,SharpChain,Shift B,10/12/2025 18:30,10/13/2025 5:30,Yes
10/13/2025,Trimmer,Shift A,10/13/2025 5:30,10/13/2025 6:30,No
10/13/2025,Gang,Shift A,10/13/2025 5:30,10/13/2025 6:30,No
10/13/2025,SharpChain,Shift A,10/13/2025 5:30,10/13/2025 6:30,No
10/13/2025,Trimmer,Shift A,10/13/2025 6:30,10/13/2025 17:30,Yes
10/13/2025,Gang,Shift A,10/13/2025 6:30,10/13/2025 17:30,Yes
10/13/2025,SharpChain,Shift A,10/13/2025 6:30,10/13/2025 17:30,Yes
10/13/2025,Trimmer,Shift B,10/13/2025 17:30,10/13/2025 18:30,No
10/13/2025,Gang,Shift B,10/13/2025 17:30,10/13/2025 18:30,No
10/13/2025,SharpChain,Shift B,10/13/2025 17:30,10/13/2025 18:30,No
10/13/2025,Trimmer,Shift B,10/13/2025 18:30,10/14/2025 5:30,Yes
10/13/2025,Gang,Shift B,10/13/2025 18:30,10/14/2025 5:30,Yes
10/13/2025,SharpChain,Shift B,10/13/2025 18:30,10/14/2025 5:30,Yes
10/14/2025,Trimmer,Shift A,10/14/2025 5:30,10/14/2025 6:30,No
10/14/2025,Gang,Shift A,10/14/2025 5:30,10/14/2025 6:30,No
10/14/2025,SharpChain,Shift A,10/14/2025 5:30,10/14/2025 6:30,No
10/14/2025,Trimmer,Shift A,10/14/2025 6:30,10/14/2025 17:30,Yes
10/14/2025,Gang,Shift A,10/14/2025 6:30,10/14/2025 17:30,Yes
10/14/2025,SharpChain,Shift A,10/14/2025 6:30,10/14/2025 17:30,Yes
10/14/2025,Trimmer,Shift B,10/14/2025 17:30,10/14/2025 18:30,No
10/14/2025,Gang,Shift B,10/14/2025 17:30,10/14/2025 18:30,No
10/14/2025,SharpChain,Shift B,10/14/2025 17:30,10/14/2025 18:30,No
10/14/2025,Trimmer,Shift B,10/14/2025 18:30,10/15/2025 5:30,Yes
10/14/2025,Gang,Shift B,10/14/2025 18:30,10/15/2025 5:30,Yes
10/14/2025,SharpChain,Shift B,10/14/2025 18:30,10/15/2025 5:30,Yes
10/15/2025,Trimmer,Shift A,10/15/2025 5:30,10/15/2025 6:30,No
10/15/2025,Gang,Shift A,10/15/2025 5:30,10/15/2025 6:30,No
10/15/2025,SharpChain,Shift A,10/15/2025 5:30,10/15/2025 6:30,No
10/15/2025,Trimmer,Shift A,10/15/2025 6:30,10/15/2025 17:30,Yes
10/15/2025,Gang,Shift A,10/15/2025 6:30,10/15/2025 17:30,Yes
10/15/2025,SharpChain,Shift A,10/15/2025 6:30,10/15/2025 17:30,Yes
10/15/2025,SharpChain,Shift B,10/15/2025 17:30,10/15/2025 18:30,No
10/15/2025,Gang,Shift B,10/15/2025 17:30,10/15/2025 18:30,No
10/15/2025,Trimmer,Shift B,10/15/2025 17:30,10/15/2025 18:30,No
10/15/2025,SharpChain,Shift B,10/15/2025 18:30,10/16/2025 5:30,Yes
10/15/2025,Gang,Shift B,10/15/2025 18:30,10/16/2025 5:30,Yes
10/15/2025,Trimmer,Shift B,10/15/2025 18:30,10/16/2025 5:30,Yes
10/16/2025,Trimmer,Shift A,10/16/2025 5:30,10/16/2025 6:30,No
10/16/2025,Gang,Shift A,10/16/2025 5:30,10/16/2025 6:30,No
10/16/2025,SharpChain,Shift A,10/16/2025 5:30,10/16/2025 6:30,No
10/16/2025,Trimmer,Shift A,10/16/2025 6:30,10/16/2025 17:30,Yes
10/16/2025,Gang,Shift A,10/16/2025 6:30,10/16/2025 17:30,Yes
10/16/2025,SharpChain,Shift A,10/16/2025 6:30,10/16/2025 17:30,Yes
10/16/2025,Trimmer,Shift B,10/16/2025 17:30,10/16/2025 18:30,No
10/16/2025,Gang,Shift B,10/16/2025 17:30,10/16/2025 18:30,No
10/16/2025,SharpChain,Shift B,10/16/2025 17:30,10/16/2025 18:30,No
10/16/2025,Gang,Shift B,10/16/2025 18:30,10/17/2025 5:30,Yes
10/16/2025,Trimmer,Shift B,10/16/2025 18:30,10/17/2025 5:30,Yes
10/16/2025,SharpChain,Shift B,10/16/2025 18:30,10/17/2025 5:30,Yes
10/17/2025,Trimmer,Shift A,10/17/2025 5:30,10/17/2025 6:30,No
10/17/2025,Gang,Shift A,10/17/2025 5:30,10/17/2025 6:30,No
10/17/2025,SharpChain,Shift A,10/17/2025 5:30,10/17/2025 6:30,No
10/17/2025,Trimmer,Shift A,10/17/2025 6:30,10/17/2025 17:30,Yes
10/17/2025,Gang,Shift A,10/17/2025 6:30,10/17/2025 17:30,Yes
10/17/2025,SharpChain,Shift A,10/17/2025 6:30,10/17/2025 17:30,Yes
10/17/2025,Trimmer,Shift B,10/17/2025 17:30,10/17/2025 18:30,No
10/17/2025,Gang,Shift B,10/17/2025 17:30,10/17/2025 18:30,No
10/17/2025,SharpChain,Shift B,10/17/2025 17:30,10/17/2025 18:30,No
10/17/2025,Gang,Shift B,10/17/2025 18:30,10/18/2025 5:30,Yes
10/17/2025,Trimmer,Shift B,10/17/2025 18:30,10/18/2025 5:30,Yes
10/17/2025,SharpChain,Shift B,10/17/2025 18:30,10/18/2025 5:30,Yes
10/18/2025,Trimmer,Shift A,10/18/2025 5:30,10/18/2025 6:30,No
10/18/2025,Gang,Shift A,10/18/2025 5:30,10/18/2025 6:30,No
10/18/2025,SharpChain,Shift A,10/18/2025 5:30,10/18/2025 6:30,No
10/18/2025,Trimmer,Shift A,10/18/2025 6:30,10/18/2025 17:30,Yes
10/18/2025,Gang,Shift A,10/18/2025 6:30,10/18/2025 17:30,Yes
10/18/2025,SharpChain,Shift A,10/18/2025 6:30,10/18/2025 17:30,Yes
10/18/2025,Trimmer,Shift B,10/18/2025 17:30,10/18/2025 18:30,No
10/18/2025,Gang,Shift B,10/18/2025 17:30,10/18/2025 18:30,No
10/18/2025,SharpChain,Shift B,10/18/2025 17:30,10/18/2025 18:30,No
10/18/2025,Gang,Shift B,10/18/2025 18:30,10/19/2025 5:30,Yes
10/18/2025,Trimmer,Shift B,10/18/2025 18:30,10/19/2025 5:30,Yes
10/18/2025,SharpChain,Shift B,10/18/2025 18:30,10/19/2025 5:30,Yes
10/19/2025,Trimmer,Shift A,10/19/2025 5:30,10/19/2025 6:30,No
10/19/2025,Gang,Shift A,10/19/2025 5:30,10/19/2025 6:30,No
10/19/2025,SharpChain,Shift A,10/19/2025 5:30,10/19/2025 6:30,No
10/19/2025,Trimmer,Shift A,10/19/2025 6:30,10/19/2025 17:30,Yes
10/19/2025,Gang,Shift A,10/19/2025 6:30,10/19/2025 17:30,Yes
10/19/2025,SharpChain,Shift A,10/19/2025 6:30,10/19/2025 17:30,Yes
10/19/2025,Trimmer,Shift B,10/19/2025 17:30,10/19/2025 18:30,No
10/19/2025,Gang,Shift B,10/19/2025 17:30,10/19/2025 18:30,No
10/19/2025,SharpChain,Shift B,10/19/2025 17:30,10/19/2025 18:30,No
10/19/2025,Gang,Shift B,10/19/2025 18:30,10/20/2025 5:30,Yes
10/19/2025,Trimmer,Shift B,10/19/2025 18:30,10/20/2025 5:30,Yes
10/19/2025,SharpChain,Shift B,10/19/2025 18:30,10/20/2025 5:30,Yes
10/20/2025,Trimmer,Shift A,10/20/2025 5:30,10/20/2025 6:30,No
10/20/2025,Gang,Shift A,10/20/2025 5:30,10/20/2025 6:30,No
10/20/2025,SharpChain,Shift A,10/20/2025 5:30,10/20/2025 6:30,No
10/20/2025,Trimmer,Shift A,10/20/2025 6:30,10/20/2025 17:30,Yes
10/20/2025,Gang,Shift A,10/20/2025 6:30,10/20/2025 17:30,Yes
10/20/2025,SharpChain,Shift A,10/20/2025 6:30,10/20/2025 17:30,Yes
10/20/2025,Trimmer,Shift B,10/20/2025 17:30,10/20/2025 18:30,No
10/20/2025,Gang,Shift B,10/20/2025 17:30,10/20/2025 18:30,No
10/20/2025,SharpChain,Shift B,10/20/2025 17:30,10/20/2025 18:30,No
10/20/2025,Gang,Shift B,10/20/2025 18:30,10/21/2025 5:30,Yes
10/20/2025,Trimmer,Shift B,10/20/2025 18:30,10/21/2025 5:30,Yes
10/20/2025,SharpChain,Shift B,10/20/2025 18:30,10/21/2025 5:30,Yes
10/21/2025,Trimmer,Shift A,10/21/2025 5:30,10/21/2025 6:30,No
10/21/2025,Gang,Shift A,10/21/2025 5:30,10/21/2025 6:30,No
10/21/2025,SharpChain,Shift A,10/21/2025 5:30,10/21/2025 6:30,No
10/21/2025,Trimmer,Shift A,10/21/2025 6:30,10/21/2025 17:30,Yes
10/21/2025,Gang,Shift A,10/21/2025 6:30,10/21/2025 17:30,Yes
10/21/2025,SharpChain,Shift A,10/21/2025 6:30,10/21/2025 17:30,Yes
10/21/2025,Trimmer,Shift B,10/21/2025 17:30,10/21/2025 18:30,No
10/21/2025,Gang,Shift B,10/21/2025 17:30,10/21/2025 18:30,No
10/21/2025,SharpChain,Shift B,10/21/2025 17:30,10/21/2025 18:30,No
10/21/2025,Gang,Shift B,10/21/2025 18:30,10/22/2025 5:30,Yes
10/21/2025,Trimmer,Shift B,10/21/2025 18:30,10/22/2025 5:30,Yes
10/21/2025,SharpChain,Shift B,10/21/2025 18:30,10/22/2025 5:30,Yes
10/22/2025,Trimmer,Shift A,10/22/2025 5:30,10/22/2025 6:30,No
10/22/2025,Gang,Shift A,10/22/2025 5:30,10/22/2025 6:30,No
10/22/2025,SharpChain,Shift A,10/22/2025 5:30,10/22/2025 6:30,No
10/22/2025,Trimmer,Shift A,10/22/2025 6:30,10/22/2025 17:30,Yes
10/22/2025,Gang,Shift A,10/22/2025 6:30,10/22/2025 17:30,Yes
10/22/2025,SharpChain,Shift A,10/22/2025 6:30,10/22/2025 17:30,Yes
10/22/2025,Trimmer,Shift B,10/22/2025 17:30,10/22/2025 18:30,No
10/22/2025,Gang,Shift B,10/22/2025 17:30,10/22/2025 18:30,No
10/22/2025,SharpChain,Shift B,10/22/2025 17:30,10/22/2025 18:30,No
10/22/2025,Gang,Shift B,10/22/2025 18:30,10/23/2025 5:30,Yes
10/22/2025,Trimmer,Shift B,10/22/2025 18:30,10/23/2025 5:30,Yes
10/22/2025,SharpChain,Shift B,10/22/2025 18:30,10/23/2025 5:30,Yes
10/23/2025,Trimmer,Shift A,10/23/2025 5:30,10/23/2025 6:30,No
10/23/2025,Gang,Shift A,10/23/2025 5:30,10/23/2025 6:30,No
10/23/2025,SharpChain,Shift A,10/23/2025 5:30,10/23/2025 6:30,No
10/23/2025,Trimmer,Shift A,10/23/2025 6:30,10/23/2025 17:30,Yes
10/23/2025,Gang,Shift A,10/23/2025 6:30,10/23/2025 17:30,Yes
10/23/2025,SharpChain,Shift A,10/23/2025 6:30,10/23/2025 17:30,Yes
10/23/2025,Trimmer,Shift B,10/23/2025 17:30,10/23/2025 18:30,No
10/23/2025,Gang,Shift B,10/23/2025 17:30,10/23/2025 18:30,No
10/23/2025,SharpChain,Shift B,10/23/2025 17:30,10/23/2025 18:30,No
10/23/2025,Gang,Shift B,10/23/2025 18:30,10/24/2025 5:30,Yes
10/23/2025,Trimmer,Shift B,10/23/2025 18:30,10/24/2025 5:30,Yes
10/23/2025,SharpChain,Shift B,10/23/2025 18:30,10/24/2025 5:30,Yes
10/24/2025,Trimmer,Shift A,10/24/2025 5:30,10/24/2025 6:30,No
10/24/2025,Gang,Shift A,10/24/2025 5:30,10/24/2025 6:30,No
10/24/2025,SharpChain,Shift A,10/24/2025 5:30,10/24/2025 6:30,No
10/24/2025,Trimmer,Shift A,10/24/2025 6:30,10/24/2025 17:30,Yes
10/24/2025,Gang,Shift A,10/24/2025 6:30,10/24/2025 17:30,Yes
10/24/2025,SharpChain,Shift A,10/24/2025 6:30,10/24/2025 17:30,Yes
10/24/2025,Trimmer,Shift B,10/24/2025 17:30,10/24/2025 18:30,No
10/24/2025,Gang,Shift B,10/24/2025 17:30,10/24/2025 18:30,No
10/24/2025,SharpChain,Shift B,10/24/2025 17:30,10/24/2025 18:30,No
10/24/2025,Gang,Shift B,10/24/2025 18:30,10/25/2025 5:30,Yes
10/24/2025,Trimmer,Shift B,10/24/2025 18:30,10/25/2025 5:30,Yes
10/24/2025,SharpChain,Shift B,10/24/2025 18:30,10/25/2025 5:30,Yes
10/25/2025,Trimmer,Shift A,10/25/2025 5:30,10/25/2025 6:30,No
10/25/2025,Gang,Shift A,10/25/2025 5:30,10/25/2025 6:30,No
10/25/2025,SharpChain,Shift A,10/25/2025 5:30,10/25/2025 6:30,No
10/25/2025,Trimmer,Shift A,10/25/2025 6:30,10/25/2025 17:30,Yes
10/25/2025,Gang,Shift A,10/25/2025 6:30,10/25/2025 17:30,Yes
10/25/2025,SharpChain,Shift A,10/25/2025 6:30,10/25/2025 17:30,Yes
10/25/2025,Trimmer,Shift B,10/25/2025 17:30,10/25/2025 18:30,No
10/25/2025,Gang,Shift B,10/25/2025 17:30,10/25/2025 18:30,No
10/25/2025,SharpChain,Shift B,10/25/2025 17:30,10/25/2025 18:30,No
10/25/2025,Gang,Shift B,10/25/2025 18:30,10/26/2025 5:30,Yes
10/25/2025,Trimmer,Shift B,10/25/2025 18:30,10/26/2025 5:30,Yes
10/25/2025,SharpChain,Shift B,10/25/2025 18:30,10/26/2025 5:30,Yes
10/26/2025,Trimmer,Shift A,10/26/2025 5:30,10/26/2025 6:30,No
10/26/2025,Gang,Shift A,10/26/2025 5:30,10/26/2025 6:30,No
10/26/2025,SharpChain,Shift A,10/26/2025 5:30,10/26/2025 6:30,No
10/26/2025,Trimmer,Shift A,10/26/2025 6:30,10/26/2025 17:30,Yes
10/26/2025,Gang,Shift A,10/26/2025 6:30,10/26/2025 17:30,Yes
10/26/2025,SharpChain,Shift A,10/26/2025 6:30,10/26/2025 17:30,Yes
10/26/2025,Trimmer,Shift B,10/26/2025 17:30,10/26/2025 18:30,No
10/26/2025,Gang,Shift B,10/26/2025 17:30,10/26/2025 18:30,No
10/26/2025,SharpChain,Shift B,10/26/2025 17:30,10/26/2025 18:30,No
10/26/2025,Gang,Shift B,10/26/2025 18:30,10/27/2025 5:30,Yes
10/26/2025,Trimmer,Shift B,10/26/2025 18:30,10/27/2025 5:30,Yes
10/26/2025,SharpChain,Shift B,10/26/2025 18:30,10/27/2025 5:30,Yes
10/27/2025,Trimmer,Shift A,10/27/2025 5:30,10/27/2025 6:30,No
10/27/2025,Gang,Shift A,10/27/2025 5:30,10/27/2025 6:30,No
10/27/2025,SharpChain,Shift A,10/27/2025 5:30,10/27/2025 6:30,No
10/27/2025,Trimmer,Shift A,10/27/2025 6:30,10/27/2025 17:30,Yes
10/27/2025,Gang,Shift A,10/27/2025 6:30,10/27/2025 17:30,Yes
10/27/2025,SharpChain,Shift A,10/27/2025 6:30,10/27/2025 17:30,Yes
10/27/2025,Trimmer,Shift B,10/27/2025 17:30,10/27/2025 18:30,No
10/27/2025,Gang,Shift B,10/27/2025 17:30,10/27/2025 18:30,No
10/27/2025,SharpChain,Shift B,10/27/2025 17:30,10/27/2025 18:30,No
10/27/2025,Gang,Shift B,10/27/2025 18:30,10/28/2025 5:30,Yes
10/27/2025,Trimmer,Shift B,10/27/2025 18:30,10/28/2025 5:30,Yes
10/27/2025,SharpChain,Shift B,10/27/2025 18:30,10/28/2025 5:30,Yes
10/28/2025,Trimmer,Shift A,10/28/2025 5:30,10/28/2025 6:30,No
10/28/2025,Gang,Shift A,10/28/2025 5:30,10/28/2025 6:30,No
10/28/2025,SharpChain,Shift A,10/28/2025 5:30,10/28/2025 6:30,No
10/28/2025,Trimmer,Shift A,10/28/2025 6:30,10/28/2025 17:30,Yes
10/28/2025,Gang,Shift A,10/28/2025 6:30,10/28/2025 17:30,Yes
10/28/2025,SharpChain,Shift A,10/28/2025 6:30,10/28/2025 17:30,Yes
10/28/2025,Trimmer,Shift B,10/28/2025 17:30,10/28/2025 18:30,No
10/28/2025,Gang,Shift B,10/28/2025 17:30,10/28/2025 18:30,No
10/28/2025,SharpChain,Shift B,10/28/2025 17:30,10/28/2025 18:30,No
10/28/2025,Gang,Shift B,10/28/2025 18:30,10/29/2025 5:30,Yes
10/28/2025,Trimmer,Shift B,10/28/2025 18:30,10/29/2025 5:30,Yes
10/28/2025,SharpChain,Shift B,10/28/2025 18:30,10/29/2025 5:30,Yes
10/29/2025,Trimmer,Shift A,10/29/2025 5:30,10/29/2025 6:30,No
10/29/2025,Gang,Shift A,10/29/2025 5:30,10/29/2025 6:30,No
10/29/2025,SharpChain,Shift A,10/29/2025 5:30,10/29/2025 6:30,No
10/29/2025,Trimmer,Shift A,10/29/2025 6:30,10/29/2025 17:30,Yes
10/29/2025,Gang,Shift A,10/29/2025 6:30,10/29/2025 17:30,Yes
10/29/2025,SharpChain,Shift A,10/29/2025 6:30,10/29/2025 17:30,Yes
10/29/2025,Trimmer,Shift B,10/29/2025 17:30,10/29/2025 18:30,No
10/29/2025,Gang,Shift B,10/29/2025 17:30,10/29/2025 18:30,No
10/29/2025,SharpChain,Shift B,10/29/2025 17:30,10/29/2025 18:30,No
10/29/2025,Gang,Shift B,10/29/2025 18:30,10/30/2025 5:30,Yes
10/29/2025,Trimmer,Shift B,10/29/2025 18:30,10/30/2025 5:30,Yes
10/29/2025,SharpChain,Shift B,10/29/2025 18:30,10/30/2025 5:30,Yes
10/30/2025,Trimmer,Shift A,10/30/2025 5:30,10/30/2025 6:30,No
10/30/2025,Gang,Shift A,10/30/2025 5:30,10/30/2025 6:30,No
10/30/2025,SharpChain,Shift A,10/30/2025 5:30,10/30/2025 6:30,No
10/30/2025,Trimmer,Shift A,10/30/2025 6:30,10/30/2025 17:30,Yes
10/30/2025,Gang,Shift A,10/30/2025 6:30,10/30/2025 17:30,Yes
10/30/2025,SharpChain,Shift A,10/30/2025 6:30,10/30/2025 17:30,Yes
10/30/2025,Trimmer,Shift B,10/30/2025 17:30,10/30/2025 18:30,No
10/30/2025,Gang,Shift B,10/30/2025 17:30,10/30/2025 18:30,No
10/30/2025,SharpChain,Shift B,10/30/2025 17:30,10/30/2025 18:30,No
10/30/2025,Gang,Shift B,10/30/2025 18:30,10/1/2025 5:30,Yes
10/30/2025,Trimmer,Shift B,10/30/2025 18:30,10/1/2025 5:30,Yes
10/30/2025,SharpChain,Shift B,10/30/2025 18:30,10/1/2025 5:30,Yes
10/31/2025,Trimmer,Shift A,10/31/2025 5:30,10/31/2025 6:30,No
10/31/2025,Gang,Shift A,10/31/2025 5:30,10/31/2025 6:30,No
10/31/2025,SharpChain,Shift A,10/31/2025 5:30,10/31/2025 6:30,No
10/31/2025,Trimmer,Shift A,10/31/2025 6:30,10/31/2025 17:30,Yes
10/31/2025,Gang,Shift A,10/31/2025 6:30,10/31/2025 17:30,Yes
10/31/2025,SharpChain,Shift A,10/31/2025 6:30,10/31/2025 17:30,Yes
10/31/2025,Trimmer,Shift B,10/31/2025 17:30,10/31/2025 18:30,No
10/31/2025,Gang,Shift B,10/31/2025 17:30,10/31/2025 18:30,No
10/31/2025,SharpChain,Shift B,10/31/2025 17:30,10/31/2025 18:30,No
10/31/2025,Gang,Shift B,10/31/2025 18:30,11/1/2025 5:30,Yes
10/31/2025,Trimmer,Shift B,10/31/2025 18:30,11/1/2025 5:30,Yes
10/31/2025,SharpChain,Shift B,10/31/2025 18:30,11/1/2025 5:30,Yes